Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
"Putri Prabowo, S.IP","Gang Soekarno Hatta No. 2, Sabang, Bengkulu 47780",+62 (176) 242 2001,Zakat Penghasilan,965559.9,2023-07-12
Salsabila Novitasari,"Gang Ahmad Yani No. 95, Tanjungpinang, MU 84107",+62 (369) 015 6666,Zakat Pertanian,345071.07,2025-03-12
Tina Manullang,"Gg. Bangka Raya No. 03, Bitung, JK 28892",+62-082-082-9927,Zakat Penghasilan,331126.25,2023-08-03
"drg. Reksa Setiawan, M.Kom.","Jalan Medokan Ayu No. 737, Kota Administrasi Jakarta Selatan, KB 58405",(0580) 962-4208,Zakat Penghasilan,949595.04,2024-01-11
"Zizi Nasyidah, S.I.Kom","Gg. Laswi No. 459, Pangkalpinang, YO 00502",+62 (0656) 089 0123,Zakat Penghasilan,929574.86,2024-05-29
Rachel Mulyani,"Gang HOS. Cokroaminoto No. 72, Tegal, NT 52224",+62 (182) 264 7284,Zakat Fitrah,880563.03,2025-02-12
Argono Mardhiyah,"Jalan H.J Maemunah No. 4, Cilegon, Banten 02820",+62-025-454-9559,Zakat Fitrah,36588.83,2024-02-21
Latika Iswahyudi,"Jalan Tubagus Ismail No. 59, Banjarmasin, KT 08967",+62 (002) 428 7157,Zakat Penghasilan,398285.56,2024-03-04
Karja Nababan,"Jalan Antapani Lama No. 5, Probolinggo, Kalimantan Timur 00808",+62 (081) 257 2512,Zakat Fitrah,394187.95,2024-05-06
Dr. Bella Manullang,"Gg. Kebonjati No. 831, Banjarbaru, Nusa Tenggara Barat 55187",+62-0508-941-4932,Zakat Perdagangan,539613.81,2024-08-11
Cut Nadia Suryatmi,"Jalan Waringin No. 47, Kota Administrasi Jakarta Barat, Kepulauan Bangka Belitung 13217",+62 (76) 907 5197,Zakat Perdagangan,878677.16,2023-11-04
Gada Susanti,"Gg. Sadang Serang No. 743, Lubuklinggau, Jawa Tengah 76103",+62 (0557) 473 8749,Zakat Mal,560661.39,2023-05-27
Cakrawala Rahayu,"Jalan BKR No. 254, Bukittinggi, Jawa Barat 83155",+62 (018) 198 3551,Zakat Perdagangan,70833.19,2023-10-08
"R. Amalia Suartini, M.M.","Gg. Kebonjati No. 822, Madiun, SR 28738",+62 (009) 191 2329,Zakat Perdagangan,338130.28,2024-10-13
"Novi Salahudin, M.Ak","Gg. Cempaka No. 450, Pekalongan, Bengkulu 25146",(072) 907-6387,Zakat Pertanian,559775.64,2023-09-02
Suci Hutapea,"Jl. Joyoboyo No. 7, Pagaralam, SU 50966",+62 (04) 081 3994,Zakat Penghasilan,541365.56,2023-05-11
Ani Wijaya,"Gg. Dr. Djunjunan No. 092, Jambi, Maluku 82549",+62 (063) 619-0438,Zakat Penghasilan,415786.97,2024-07-30
"Drs. Jagaraga Waluyo, S.Psi","Jl. Surapati No. 47, Pangkalpinang, SR 67551",+62 (046) 583 8300,Zakat Perdagangan,571320.5,2024-04-12
Keisha Wahyudin,"Jl. Ronggowarsito No. 068, Jambi, LA 07191",+62 (025) 533 7551,Zakat Emas/Perak,590043.49,2024-02-18
Dr. Faizah Widodo,"Jl. Pasir Koja No. 7, Banjarbaru, Gorontalo 52773",(0541) 517-2879,Zakat Mal,930952.16,2025-04-15
Eva Uyainah,"Gang M.H Thamrin No. 778, Sukabumi, LA 88860",+62-016-540-1616,Zakat Pertanian,517945.48,2023-09-03
R.A. Siska Kuswandari,"Gg. M.H Thamrin No. 231, Bima, GO 69797",(021) 838 3691,Zakat Pertanian,86018.25,2023-08-22
Naradi Hutapea,"Jl. Suryakencana No. 747, Jayapura, MA 90647",+62-90-939-4290,Zakat Fitrah,482552.28,2024-02-24
"R. Clara Nurdiyanti, S.E.","Jl. Pacuan Kuda No. 003, Dumai, KU 08068",+62 (0737) 862-9679,Zakat Mal,677499.71,2024-07-22
Hj. Zamira Putra,"Jalan Bangka Raya No. 9, Serang, Sulawesi Tenggara 33381",+62-521-405-8368,Zakat Penghasilan,992179.88,2023-07-24
"Tgk. Saiful Nasyiah, S.E.","Gang Ir. H. Djuanda No. 24, Ternate, Jambi 48352",(011) 929 1562,Zakat Pertanian,705666.25,2023-10-24
"Sutan Murti Habibi, S.H.","Jl. Antapani Lama No. 717, Palembang, SN 47730",+62 (0728) 158 8156,Zakat Perdagangan,396673.62,2024-12-24
Hani Nuraini,"Jalan Suniaraja No. 4, Tangerang, Kalimantan Timur 08017",+62-016-546-3143,Zakat Emas/Perak,820931.75,2023-08-24
"KH. Jinawi Rahimah, M.Pd","Jl. K.H. Wahid Hasyim No. 3, Bengkulu, Maluku 14322",+62-29-565-7892,Zakat Pertanian,823026.83,2024-02-04
Puti Paris Winarno,"Gg. Kebonjati No. 0, Serang, Kepulauan Riau 18753",+62 (039) 818-0565,Zakat Fitrah,666204.48,2024-08-04
Ir. Paulin Rahimah,"Gg. Dr. Djunjunan No. 838, Sibolga, DKI Jakarta 07151",+62-96-047-4654,Zakat Perdagangan,437239.16,2024-04-07
"Dewi Mayasari, S.E.I","Jl. Indragiri No. 13, Bandung, Gorontalo 95391",+62-0230-098-0392,Zakat Penghasilan,875774.53,2025-01-09
"Elon Rajata, M.Pd","Gang Dipatiukur No. 49, Bandung, RI 06817",+62 (015) 312 6675,Zakat Fitrah,602942,2024-06-30
"Sutan Jumari Sihotang, M.Ak","Jalan HOS. Cokroaminoto No. 5, Bitung, JB 43587",+62-354-037-2885,Zakat Pertanian,342228.45,2024-07-01
Gabriella Agustina,"Gang W.R. Supratman No. 2, Tegal, MU 56991",0897404996,Zakat Penghasilan,952786.29,2024-01-31
Winda Mansur,"Gg. Abdul Muis No. 6, Kota Administrasi Jakarta Barat, GO 19093",(092) 086 6045,Zakat Pertanian,796860.12,2025-01-09
Intan Pradana,"Jl. Stasiun Wonokromo No. 176, Lubuklinggau, KB 42495",+62-0343-588-9735,Zakat Penghasilan,134868.31,2024-02-14
Adikara Iswahyudi,"Jl. Abdul Muis No. 49, Pekalongan, BE 00351",(0963) 870 0055,Zakat Emas/Perak,163502.57,2023-12-21
"Melinda Gunawan, M.TI.","Gg. Rungkut Industri No. 3, Sungai Penuh, JK 32481",+62-0790-832-9120,Zakat Emas/Perak,764833.89,2024-04-20
Bakijan Maheswara,"Gg. Stasiun Wonokromo No. 5, Prabumulih, Sumatera Utara 32510",(0623) 544-9171,Zakat Mal,115532.11,2024-08-07
Jagapati Yuliarti,"Gg. Wonoayu No. 320, Prabumulih, Lampung 86378",+62-050-688-5725,Zakat Penghasilan,884374.1,2023-06-16
Azalea Ardianto,"Jl. Pasirkoja No. 949, Purwokerto, Sumatera Barat 55544",+62 (0168) 775 7435,Zakat Perdagangan,567141.81,2024-12-15
"Hafshah Nababan, M.Farm","Gg. Suryakencana No. 1, Banjar, Gorontalo 63960",+62-065-141-0542,Zakat Fitrah,691534.14,2025-05-04
"Danuja Samosir, M.TI.","Jalan Abdul Muis No. 98, Metro, BA 65890",+62 (0559) 509 8789,Zakat Perdagangan,783238.62,2025-02-15
Kenari Wahyuni,"Gg. Ahmad Yani No. 095, Lubuklinggau, Papua Barat 17826",+62 (355) 801 8553,Zakat Fitrah,501263.23,2024-08-07
Padmi Manullang,"Jl. Gedebage Selatan No. 4, Palopo, JT 26108",+62 (071) 127 3127,Zakat Perdagangan,53118.96,2023-10-20
Salimah Ramadan,"Gg. Suryakencana No. 46, Jambi, YO 02831",(018) 757-0411,Zakat Fitrah,902290.85,2024-11-04
Paramita Nasyiah,"Gg. Soekarno Hatta No. 82, Lubuklinggau, Kepulauan Riau 63916",+62 (0976) 133-1306,Zakat Fitrah,890487.02,2024-10-03
Dt. Taswir Nashiruddin,"Gg. Ronggowarsito No. 0, Tanjungbalai, Sulawesi Tengah 40331",(0434) 311-6896,Zakat Pertanian,691330.29,2024-12-14
Viktor Utami,"Jl. Cempaka No. 712, Cirebon, Nusa Tenggara Timur 89467",+62-0693-495-2134,Zakat Perdagangan,924514.48,2025-03-17
dr. Winda Wasita,"Gg. Gedebage Selatan No. 6, Lubuklinggau, Maluku 61888",(071) 427 8786,Zakat Pertanian,685165.6,2023-11-30
Carla Anggraini,"Gg. Moch. Ramdan No. 091, Pasuruan, SU 82973",081 099 4833,Zakat Perdagangan,691462.21,2023-07-20
KH. Capa Anggriawan,"Jalan Jend. Sudirman No. 9, Makassar, Jawa Tengah 46058",+62-378-812-2398,Zakat Emas/Perak,831054.29,2024-09-10
Victoria Lazuardi,"Gang Asia Afrika No. 82, Subulussalam, ST 50774",+62-68-900-8138,Zakat Emas/Perak,754872.59,2024-12-04
Tasnim Pradana,"Gg. KH Amin Jasuta No. 3, Banjarmasin, PA 47864",+62 (040) 353-2833,Zakat Pertanian,556206.69,2023-05-18
Karen Hidayanto,"Gang R.E Martadinata No. 028, Surabaya, Maluku Utara 14784",+62-0869-556-0938,Zakat Fitrah,801566.66,2023-11-02
Tgk. Gabriella Suwarno,"Jalan Gedebage Selatan No. 013, Palopo, NT 96603",+62 (350) 567 1111,Zakat Penghasilan,900967.66,2024-04-18
Sutan Hardana Lailasari,"Jalan Erlangga No. 845, Banjar, Nusa Tenggara Barat 29748",+62 (04) 207 7562,Zakat Perdagangan,176383.98,2023-10-08
Agus Rajasa,"Gang Jamika No. 304, Lubuklinggau, NB 06523",+62 (46) 482 8203,Zakat Perdagangan,727357.88,2025-05-04
Padma Sinaga,"Gang Gardujati No. 5, Kotamobagu, KI 40056",+62-94-021-7709,Zakat Pertanian,35297.04,2025-05-02
Panji Usamah,"Jalan Tebet Barat Dalam No. 418, Ambon, SG 25835",(0168) 690 3744,Zakat Fitrah,466671.5,2024-02-21
Genta Simbolon,"Gg. Dipenogoro No. 7, Semarang, Kepulauan Riau 32821",(046) 282 8697,Zakat Perdagangan,664795.42,2023-06-11
"Lidya Winarsih, S.Gz","Jl. Jakarta No. 29, Padang, PA 24356",+62 (06) 080-8559,Zakat Fitrah,884727.61,2024-07-21
"Zaenab Marpaung, S.T.","Jl. Veteran No. 018, Salatiga, SN 41175",0886481670,Zakat Pertanian,497693.17,2024-07-27
Tiara Pratiwi,"Gg. Veteran No. 88, Kotamobagu, Banten 96270",+62 (141) 975-4082,Zakat Pertanian,411990.47,2024-12-14
"Fitriani Setiawan, S.Sos","Jalan Erlangga No. 28, Surakarta, Riau 20768",+62-0085-426-8887,Zakat Perdagangan,266537.23,2024-09-13
Tgk. Kayun Utama,"Gang PHH. Mustofa No. 3, Kediri, SB 86291",085 228 1073,Zakat Penghasilan,991611.46,2025-01-28
Cakrawangsa Laksita,"Gang Gedebage Selatan No. 302, Padang Sidempuan, Sulawesi Tengah 00879",+62 (094) 980 6660,Zakat Penghasilan,478318.1,2024-01-15
Halim Santoso,"Gang Rawamangun No. 2, Probolinggo, Nusa Tenggara Timur 07392",+62 (70) 444 5605,Zakat Mal,103229.06,2024-09-28
"Bakidin Maryadi, M.Farm","Gang BKR No. 493, Pagaralam, JB 18268",+62 (044) 752 0039,Zakat Perdagangan,597051.94,2025-04-28
Eli Oktaviani,"Jalan R.E Martadinata No. 6, Meulaboh, Sulawesi Selatan 93555",+62 (080) 247 4937,Zakat Pertanian,801750.6,2023-07-07
Warta Sihotang,"Jl. Cikutra Barat No. 862, Palu, Kalimantan Selatan 22575",088 570 6025,Zakat Perdagangan,709264.6,2025-04-26
Yuni Suryono,"Gang Cikutra Barat No. 9, Kota Administrasi Jakarta Pusat, GO 34461",+62 (055) 651-1755,Zakat Penghasilan,419541.97,2023-09-04
Dwi Suryatmi,"Gg. Dr. Djunjunan No. 1, Medan, BA 24170",+62 (701) 602 9652,Zakat Emas/Perak,442454.23,2024-02-26
"Hj. Ratih Napitupulu, S.IP","Gg. Erlangga No. 17, Padang, BT 88964",+62 (36) 113-6100,Zakat Emas/Perak,653770.42,2023-07-15
"Yahya Natsir, S.H.","Gang Veteran No. 931, Purwokerto, Sulawesi Utara 26385",+62 (0234) 089 3580,Zakat Pertanian,118623.6,2023-08-31
Natalia Rahmawati,"Jalan Tebet Barat Dalam No. 94, Ambon, Sumatera Selatan 42329",+62 (0680) 044-8077,Zakat Emas/Perak,913129.19,2023-12-18
"Gambira Siregar, M.Farm","Jalan Astana Anyar No. 5, Yogyakarta, Lampung 11862",+62 (80) 695-6549,Zakat Emas/Perak,478981.59,2023-10-02
Lurhur Pranowo,"Jalan Dipenogoro No. 00, Bitung, Kepulauan Bangka Belitung 40548",+62-065-655-2320,Zakat Mal,52082.63,2023-08-29
"Jayeng Sihombing, M.Pd","Jalan Lembong No. 175, Sibolga, LA 35644",(034) 232-6260,Zakat Mal,268504.36,2024-10-28
"Puti Agnes Dongoran, M.M.","Gang Suryakencana No. 655, Probolinggo, Kepulauan Riau 29423",0856822219,Zakat Penghasilan,985560.79,2025-03-31
Ghaliyati Yulianti,"Jalan Jend. A. Yani No. 0, Solok, KR 40345",(0187) 624-3642,Zakat Fitrah,334880.07,2023-11-07
"Zelaya Situmorang, M.TI.","Gang PHH. Mustofa No. 107, Sibolga, GO 17007",0882515668,Zakat Fitrah,328586.23,2023-10-27
Sarah Aryani,"Gang Gegerkalong Hilir No. 794, Bau-Bau, Sumatera Utara 60195",+62 (092) 651 2856,Zakat Emas/Perak,638641.21,2024-08-09
Mulya Palastri,"Jalan Ciumbuleuit No. 8, Blitar, Kepulauan Riau 34451",+62 (81) 118 9647,Zakat Pertanian,230959.37,2024-06-16
H. Karsana Utama,"Gang Tubagus Ismail No. 8, Manado, Jawa Barat 94197",(064) 913 8987,Zakat Emas/Perak,544771.91,2023-12-29
Kartika Setiawan,"Jalan Erlangga No. 10, Tomohon, BA 82920",+62 (0231) 266-8786,Zakat Emas/Perak,227767.85,2024-07-12
"Perkasa Hutagalung, S.E.","Gang Dipatiukur No. 8, Parepare, KI 68143",(055) 834 5483,Zakat Pertanian,821519.62,2024-08-09
Kania Natsir,"Jl. Suniaraja No. 06, Kotamobagu, JT 65694",+62 (093) 578 4084,Zakat Fitrah,954916.1,2024-08-15
Cemplunk Sihotang,"Gg. Tubagus Ismail No. 890, Jayapura, Bengkulu 39325",+62 (374) 454-8372,Zakat Penghasilan,703619.17,2023-10-02
Edison Habibi,"Gg. Raya Ujungberung No. 316, Padang, DI Yogyakarta 08226",+62-085-985-9078,Zakat Mal,152976.76,2024-09-13
Purwa Novitasari,"Jl. Otto Iskandardinata No. 560, Pekanbaru, Jawa Timur 05461",+62-0211-683-9603,Zakat Emas/Perak,679841.76,2024-11-29
Kamaria Pranowo,"Gang Pacuan Kuda No. 364, Sibolga, Kalimantan Selatan 26310",(0590) 147-4194,Zakat Emas/Perak,982702.34,2024-08-24
Nyana Manullang,"Jl. Cempaka No. 2, Balikpapan, JT 47420",(0811) 692 6587,Zakat Pertanian,718195.85,2025-01-04
"Puti Restu Simanjuntak, S.I.Kom","Jl. Surapati No. 38, Prabumulih, Sulawesi Utara 43317",0854292331,Zakat Emas/Perak,37992.73,2023-12-20
Septi Prastuti,"Jl. Ciwastra No. 2, Bitung, JB 88470",+62 (96) 747-4737,Zakat Mal,30534.26,2024-02-07
"Himawan Zulkarnain, S.Kom","Gg. Veteran No. 891, Ternate, Jawa Tengah 24923",+62 (24) 423 9541,Zakat Emas/Perak,902629.47,2023-06-22
R.A. Vivi Suartini,"Gg. Antapani Lama No. 760, Serang, SB 39750",0830739875,Zakat Mal,311334.89,2024-07-16
Makuta Utama,"Jl. Ir. H. Djuanda No. 34, Magelang, JI 04872",+62 (197) 156-8146,Zakat Perdagangan,340550.94,2024-12-07
Jaya Andriani,"Jalan Pasir Koja No. 927, Parepare, AC 42455",+62-079-759-4579,Zakat Mal,469067.75,2024-03-28
drg. Lasmanto Aryani,"Jl. Cihampelas No. 4, Kota Administrasi Jakarta Pusat, Papua Barat 30428",(0486) 727 1828,Zakat Mal,790347.74,2024-12-22
Raihan Marbun,"Gang Rajawali Barat No. 2, Magelang, SS 74677",+62-39-559-9693,Zakat Emas/Perak,534980.04,2023-12-29
Budi Sihotang,"Gg. Gedebage Selatan No. 032, Padangpanjang, Kalimantan Utara 51746",+62 (68) 103 9186,Zakat Mal,505526.2,2024-05-05
"Drs. Irsad Suartini, S.I.Kom","Gang Cikutra Timur No. 02, Surakarta, Kalimantan Timur 78395",+62 (46) 143-4121,Zakat Fitrah,931561.36,2025-01-08
"R. Viman Lailasari, S.Sos","Gang Cempaka No. 71, Gorontalo, YO 81254",+62-41-158-0382,Zakat Perdagangan,935454.25,2023-10-05
Tri Sihombing,"Jalan Raya Setiabudhi No. 161, Pasuruan, Sumatera Barat 77369",+62 (285) 478 4445,Zakat Emas/Perak,397266.13,2025-04-06
"Sutan Satya Sihotang, S.E.I","Jl. Sentot Alibasa No. 552, Banjar, JT 36304",0844505130,Zakat Pertanian,114847,2023-12-28
Oni Rahmawati,"Gang Tubagus Ismail No. 9, Dumai, JT 11447",+62-85-006-5638,Zakat Penghasilan,294932.99,2025-01-20
"Caraka Halimah, S.T.","Jalan Rajawali Timur No. 7, Bitung, YO 42486",+62 (298) 413-5309,Zakat Pertanian,134366.37,2024-02-27
Damu Putra,"Gang Bangka Raya No. 4, Padang, JB 61929",+62 (046) 810-9749,Zakat Pertanian,53204.5,2024-07-04
Asman Mandala,"Jl. Suniaraja No. 93, Kotamobagu, JK 90959",(0994) 430-5760,Zakat Pertanian,868929.47,2023-06-29
Kiandra Firmansyah,"Jl. Cikapayang No. 0, Bekasi, BT 52037",0848029629,Zakat Fitrah,187695.27,2024-11-27
"Sutan Bakiono Pangestu, S.Farm","Jalan Setiabudhi No. 76, Kota Administrasi Jakarta Pusat, Nusa Tenggara Timur 53131",0851335488,Zakat Fitrah,287145.86,2024-12-22
"Rika Mahendra, S.Pt","Jl. Merdeka No. 445, Meulaboh, Kepulauan Bangka Belitung 09683",+62 (59) 290 5350,Zakat Perdagangan,91742.6,2023-11-09
"Citra Siregar, S.E.","Jalan Pacuan Kuda No. 267, Pematangsiantar, Maluku Utara 76285",+62-047-977-6237,Zakat Fitrah,793305.34,2024-04-25
Arta Jailani,"Gg. W.R. Supratman No. 709, Semarang, Kalimantan Tengah 32637",+62 (97) 968-6190,Zakat Mal,917812.39,2023-09-26
Chandra Namaga,"Gang Stasiun Wonokromo No. 171, Depok, MU 21040",+62 (707) 356-3678,Zakat Penghasilan,853050.16,2024-03-13
"Cahyanto Nuraini, M.M.","Jl. Jayawijaya No. 8, Padang Sidempuan, BA 44231",+62 (0895) 389-6854,Zakat Fitrah,897890.21,2024-08-09
Agnes Mustofa,"Jalan Moch. Ramdan No. 837, Mojokerto, BB 65439",+62 (003) 493 4973,Zakat Mal,792534.2,2024-05-08
Najam Kusumo,"Jl. Ir. H. Djuanda No. 729, Tual, KI 69125",+62 (0303) 182-0572,Zakat Penghasilan,900596.35,2024-01-10
Zulfa Permadi,"Gang Kutai No. 231, Parepare, Kalimantan Timur 57864",+62 (081) 438 3708,Zakat Penghasilan,211336.9,2023-05-27
Gangsar Tampubolon,"Gg. Laswi No. 2, Tebingtinggi, Gorontalo 00540",+62-47-788-6535,Zakat Penghasilan,857394.44,2024-09-27
Cut Maya Napitupulu,"Gg. Rawamangun No. 45, Surakarta, RI 38850",+62 (0067) 409-7022,Zakat Pertanian,969856.63,2024-05-04
Kezia Agustina,"Jl. Astana Anyar No. 688, Tebingtinggi, Nusa Tenggara Barat 24213",+62 (020) 118 3675,Zakat Pertanian,288982.19,2024-01-20
Sutan Bakiadi Latupono,"Gg. Asia Afrika No. 1, Tarakan, Nusa Tenggara Timur 58529",+62 (73) 904 4138,Zakat Fitrah,589465.28,2024-05-31
Natalia Nasyidah,"Gg. Surapati No. 573, Sorong, MU 30223",+62-000-290-6078,Zakat Penghasilan,821933.23,2023-10-14
R. Asman Budiman,"Jl. HOS. Cokroaminoto No. 22, Mojokerto, Kalimantan Timur 11790",+62-0778-333-7130,Zakat Fitrah,770363.63,2024-04-19
Alambana Sitompul,"Jl. Antapani Lama No. 11, Prabumulih, Kepulauan Riau 68548",+62 (41) 641 0146,Zakat Fitrah,634837.16,2025-03-23
"T. Teguh Saragih, S.H.","Gang H.J Maemunah No. 26, Pariaman, KI 81945",+62 (029) 600 6729,Zakat Perdagangan,417374.6,2024-07-19
"Maida Waskita, S.T.","Gg. Tubagus Ismail No. 3, Palopo, Kalimantan Timur 85053",+62 (010) 675-6314,Zakat Penghasilan,937167.27,2023-08-06
"Vero Puspita, M.TI.","Jl. Tubagus Ismail No. 279, Yogyakarta, JT 54830",(0450) 252 0880,Zakat Emas/Perak,66140.07,2024-10-04
Dt. Jati Halimah,"Gang Cikutra Timur No. 9, Tanjungbalai, MU 37980",(007) 471-1475,Zakat Pertanian,203152.12,2024-03-24
Ir. Jane Sihombing,"Gg. Suryakencana No. 1, Bandung, DKI Jakarta 63632",+62-0527-450-3496,Zakat Penghasilan,832039.39,2023-09-16
Ibun Yulianti,"Gg. BKR No. 65, Kota Administrasi Jakarta Selatan, Kalimantan Tengah 62807",+62-0763-191-8253,Zakat Perdagangan,169320.6,2023-09-03
Endra Susanti,"Jalan Monginsidi No. 433, Palembang, ST 08561",+62 (0003) 316-0162,Zakat Emas/Perak,850772.13,2024-05-19
Okto Maryati,"Jl. Rumah Sakit No. 7, Solok, BA 77659",+62 (044) 301-2217,Zakat Penghasilan,173651.72,2024-05-29
"Keisha Yuliarti, M.TI.","Gg. Sentot Alibasa No. 0, Bandar Lampung, PB 68661",(079) 652-4250,Zakat Fitrah,449003.03,2023-11-28
Laswi Firgantoro,"Jl. Cikutra Timur No. 0, Pasuruan, GO 85905",+62-81-273-5253,Zakat Penghasilan,620254.31,2024-04-23
"R.A. Lintang Prakasa, M.Farm","Gg. Raya Setiabudhi No. 1, Tidore Kepulauan, SU 79227",(0722) 605-5358,Zakat Emas/Perak,817340.42,2025-04-12
"Novi Prabowo, S.Sos","Gang Rungkut Industri No. 1, Banjarbaru, Sulawesi Tengah 15418",083 447 0064,Zakat Mal,439911.58,2023-11-01
Sadina Sitorus,"Gg. Peta No. 78, Bau-Bau, SS 20860",(029) 913-7254,Zakat Emas/Perak,377034.88,2023-11-05
Tania Narpati,"Jl. Sadang Serang No. 4, Ambon, Sulawesi Tengah 52215",+62-366-635-9176,Zakat Fitrah,787834.09,2023-10-19
"Jasmin Sudiati, S.IP","Jl. Merdeka No. 20, Tanjungpinang, Kalimantan Timur 05409",+62 (035) 756-1637,Zakat Perdagangan,577545.46,2024-01-18
Lanjar Yulianti,"Gang Setiabudhi No. 1, Kota Administrasi Jakarta Barat, Aceh 88363",+62 (42) 604 0920,Zakat Emas/Perak,90352.92,2025-05-01
Putu Mayasari,"Jalan Sukabumi No. 607, Tanjungpinang, BA 54170",+62 (64) 937 6659,Zakat Pertanian,335092.03,2023-10-08
Gatra Maheswara,"Gang K.H. Wahid Hasyim No. 82, Kota Administrasi Jakarta Timur, Jawa Tengah 92838",+62 (0404) 600-3436,Zakat Emas/Perak,598556.9,2023-12-18
Ella Yolanda,"Jalan Monginsidi No. 6, Tanjungbalai, Lampung 22318",+62 (054) 733-9084,Zakat Penghasilan,716803.15,2023-11-16
KH. Adiarja Januar,"Jl. Laswi No. 192, Jayapura, NT 86566",+62 (24) 331-6428,Zakat Mal,541727.84,2024-03-14
Padmi Mandasari,"Gang Merdeka No. 06, Pagaralam, KT 10052",+62 (070) 931 2551,Zakat Pertanian,979136.21,2025-01-27
Darmanto Suwarno,"Gg. Moch. Toha No. 846, Lhokseumawe, DKI Jakarta 26503",0895627512,Zakat Perdagangan,720077.2,2023-10-19
Mitra Zulkarnain,"Jalan Peta No. 575, Bontang, Papua Barat 72427",083 259 4327,Zakat Emas/Perak,482863.65,2023-11-05
Wirda Prabowo,"Gg. Pelajar Pejuang No. 6, Sukabumi, Aceh 51069",+62-097-502-4149,Zakat Pertanian,432956.37,2024-07-02
Radit Wulandari,"Jalan K.H. Wahid Hasyim No. 3, Blitar, Kepulauan Riau 59953",+62 (24) 385 8335,Zakat Penghasilan,320232.07,2023-05-30
"Tgk. Lasmono Ardianto, S.Farm","Jalan Rajawali Barat No. 546, Palembang, Maluku Utara 91646",+62 (41) 060 3583,Zakat Emas/Perak,275619.03,2024-12-06
"Sutan Bakda Halimah, M.Kom.","Jalan Rungkut Industri No. 4, Blitar, BE 71445",082 950 6809,Zakat Emas/Perak,459046.55,2024-09-01
Zelda Maulana,"Jalan Stasiun Wonokromo No. 24, Pagaralam, DI Yogyakarta 69782",+62-01-810-6400,Zakat Penghasilan,831377.03,2024-07-09
"dr. Michelle Tamba, M.Kom.","Jalan Sadang Serang No. 874, Mojokerto, SR 35626",(0353) 832 4083,Zakat Perdagangan,115209.74,2023-06-29
Elvina Wahyuni,"Jl. Kapten Muslihat No. 44, Magelang, Maluku 13860",(0673) 436-9647,Zakat Mal,692509.33,2023-08-11
Cinthia Hidayanto,"Jl. Gegerkalong Hilir No. 097, Tual, MU 04106",+62 (07) 095 1980,Zakat Emas/Perak,612363.54,2023-11-30
Puti Uli Saputra,"Jalan Dipenogoro No. 2, Kendari, SS 35053",+62 (29) 676-2156,Zakat Emas/Perak,773057.42,2023-09-06
Puti Juli Andriani,"Gg. Abdul Muis No. 6, Tangerang, BA 77357",(033) 482 4768,Zakat Pertanian,506528.86,2023-07-13
Wisnu Firgantoro,"Jalan Suniaraja No. 131, Sawahlunto, DI Yogyakarta 35661",+62 (865) 648-3790,Zakat Penghasilan,697806.46,2024-07-08
Emil Hardiansyah,"Gang Tebet Barat Dalam No. 112, Ternate, RI 23533",+62 (085) 040 1182,Zakat Mal,800426.06,2024-04-15
"Intan Kusumo, M.Pd","Gang Dipenogoro No. 9, Salatiga, Maluku Utara 20795",+62 (0306) 229-0448,Zakat Perdagangan,576283.42,2023-12-11
Novi Iswahyudi,"Gang Ahmad Yani No. 27, Sawahlunto, Jambi 94888",0801811656,Zakat Fitrah,386214.96,2024-11-25
Bagiya Pudjiastuti,"Jl. Gegerkalong Hilir No. 03, Pariaman, SG 87332",+62 (33) 523 0630,Zakat Mal,895263.88,2025-04-20
Luhung Lailasari,"Jl. Tubagus Ismail No. 0, Banjar, YO 12929",+62-10-946-8664,Zakat Fitrah,192245.22,2023-12-12
Cut Syahrini Waluyo,"Jl. Veteran No. 5, Probolinggo, KU 80479",+62-276-854-2422,Zakat Pertanian,802161.91,2025-04-26
Adiarja Siregar,"Jalan Pasirkoja No. 9, Bukittinggi, Kalimantan Tengah 35553",(0913) 675 3793,Zakat Emas/Perak,212539.78,2025-02-06
Ida Kurniawan,"Jl. Dipatiukur No. 943, Samarinda, Sulawesi Barat 32826",+62 (0016) 674 4590,Zakat Penghasilan,37573.22,2023-11-08
Eva Fujiati,"Gg. Ir. H. Djuanda No. 56, Tomohon, Kalimantan Timur 82356",083 085 7348,Zakat Mal,502846.24,2023-10-18
"Gambira Megantara, S.E.I","Gang Veteran No. 577, Pariaman, SB 85612",+62-0281-925-5274,Zakat Emas/Perak,618849.18,2023-10-06
"Warji Mahendra, S.Ked","Jl. R.E Martadinata No. 13, Sibolga, Maluku 97954",+62 (0817) 651 3130,Zakat Mal,650661.34,2023-12-16
R. Vivi Mahendra,"Gg. Kebonjati No. 378, Padangpanjang, Bengkulu 40616",+62 (852) 421-4959,Zakat Perdagangan,921086.09,2023-07-05
"Ir. Eka Natsir, M.Kom.","Gg. Merdeka No. 42, Bekasi, Sulawesi Tenggara 83497",+62 (71) 780 0582,Zakat Mal,362920.91,2024-08-18
Cut Icha Samosir,"Gang Kutisari Selatan No. 0, Subulussalam, JK 97329",0815203617,Zakat Emas/Perak,825042.49,2024-08-01
Dt. Lukita Mangunsong,"Gg. Sukabumi No. 1, Manado, Jawa Timur 77737",088 328 1042,Zakat Pertanian,366134.64,2024-01-20
