Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
ZALINDRA RAHIMAH,"Gang Sentot Alibasa No. 990, Kupang, JB 94590",+62 (97) 990-3068,Zakat Pertanian,1178726.7998000004,2024-03-19
WARTA PRASTUTI,"Jalan Rajiman No. 515, Palopo, KU 65811",+62 (080) 062 4735,Zakat Mal,610235.7305000001,2025-03-14
"R.A. VICTORIA JAILANI, S.E.","Jl. Cikutra Timur No. 690, Yogyakarta, BB 04605",+62-091-351-2640,Zakat Penghasilan,1104466.5588000002,2023-09-14
"KANI BUDIYANTO, S.KOM","Jl. Ronggowarsito No. 866, Pekanbaru, Bali 58052",(056) 927 3473,Zakat Perdagangan,316234.5769000001,2024-02-18
DRS. OMAN SUSANTI,"Gang Indragiri No. 29, Dumai, Sumatera Barat 14014",+62-0279-755-4370,Zakat Penghasilan,666202.3324,2023-08-11
"H. HARJAYA HARIYAH, M.FARM","Jl. Yos Sudarso No. 9, Banjarbaru, SS 89526",+62 (008) 391 2780,Zakat Mal,501998.7984,2024-05-29
DRG. KANI RAHAYU,"Jalan Sentot Alibasa No. 238, Singkawang, ST 90615",0828631424,Zakat Fitrah,502826.1480000001,2024-07-22
MALA MANSUR,"Gang Cikapayang No. 09, Magelang, JT 74130",+62-92-898-2360,Zakat Emas/Perak,112070.46620000001,2023-05-18
"TALIA BUDIMAN, S.GZ","Jalan Laswi No. 7, Kota Administrasi Jakarta Barat, KR 93913",+62 (526) 761-1425,Zakat Pertanian,303660.3900000001,2023-08-12
"T. ALAMBANA WIJAYA, M.M.","Jl. Jayawijaya No. 346, Medan, Nusa Tenggara Barat 01537",+62 (073) 970-3782,Zakat Emas/Perak,1029675.2125000001,2024-09-14
"FITRIANI PUTRA, S.GZ","Gg. Ronggowarsito No. 61, Pontianak, SU 53207",+62 (25) 430 8843,Zakat Pertanian,242974.05000000005,2025-03-23
JELITA FARIDA,"Gg. Sentot Alibasa No. 22, Batam, Maluku 16869",+62 (083) 803-1416,Zakat Fitrah,84995.10690000001,2025-03-21
JAIS HIDAYAT,"Gang HOS. Cokroaminoto No. 16, Bekasi, AC 59629",+62-18-129-1175,Zakat Emas/Perak,1131829.6682000002,2023-12-04
JESSICA SIRAIT,"Gang M.H Thamrin No. 76, Sukabumi, PA 84116",+62 (0398) 794 4253,Zakat Pertanian,810094.8911000001,2024-03-14
VIKTOR DABUKKE,"Gang Kutai No. 13, Parepare, GO 04712",(060) 691 9766,Zakat Mal,925018.3437000001,2025-01-26
"IR. TARI FIRMANSYAH, S.PD","Gang W.R. Supratman No. 819, Langsa, KB 85654",(086) 039-8475,Zakat Perdagangan,921554.3678000001,2023-07-27
GALUR PUDJIASTUTI,"Gang Abdul Muis No. 9, Tasikmalaya, KB 04892",(0893) 187-7488,Zakat Perdagangan,770857.5556000001,2024-11-09
SUCI SUWARNO,"Gg. Jayawijaya No. 36, Tebingtinggi, Sulawesi Utara 85816",+62 (79) 833-1223,Zakat Penghasilan,474242.8988000001,2023-10-04
CAPA SIHOMBING,"Jl. Cikutra Timur No. 150, Meulaboh, Bali 81842",+62 (0486) 768-2491,Zakat Emas/Perak,962229.0623000002,2024-02-08
NYOMAN PUSPASARI,"Jalan Rajiman No. 3, Palembang, Jambi 86061",(037) 972 0434,Zakat Pertanian,635951.7758000001,2024-01-21
"LUKMAN RAMADAN, S.KED","Jl. Ahmad Dahlan No. 1, Singkawang, Kalimantan Selatan 14351",+62-216-724-9157,Zakat Pertanian,740624.1326000001,2024-11-16
UDA NAPITUPULU,"Gg. Raya Ujungberung No. 5, Surabaya, DKI Jakarta 79460",+62-011-025-2668,Zakat Perdagangan,662628.4280000002,2024-04-24
GILDA DABUKKE,"Gg. HOS. Cokroaminoto No. 471, Denpasar, Kalimantan Timur 42779",+62 (10) 596 1506,Zakat Emas/Perak,638089.5675000001,2024-01-20
BAKIANTO HABIBI,"Gg. BKR No. 966, Balikpapan, Lampung 88646",(0737) 022 7599,Zakat Fitrah,824768.0166000001,2024-12-27
KAYLA PADMASARI,"Gg. Rungkut Industri No. 0, Singkawang, Sulawesi Barat 30642",+62 (0799) 660 3541,Zakat Mal,904873.0537000002,2024-11-10
"DRS. YONO SIHOTANG, S.KED","Gang Antapani Lama No. 33, Cilegon, SS 75479",+62-0812-599-9415,Zakat Pertanian,43101.3979,2023-09-26
"KH. CANDRA NAPITUPULU, M.FARM","Jalan Cihampelas No. 870, Jambi, SR 18531",+62-274-427-3613,Zakat Mal,419356.9842,2023-08-02
"MARTAKA PRASETYA, M.TI.","Jl. M.H Thamrin No. 652, Tidore Kepulauan, Aceh 57644",+62 (018) 224-6699,Zakat Penghasilan,591610.0795000001,2024-07-08
RINA DAMANIK,"Gg. Gardujati No. 16, Medan, Sulawesi Tenggara 09386",(0247) 796-9060,Zakat Pertanian,824510.8311000002,2023-11-17
"H. JUMARI HARIYAH, S.FARM","Gg. Ciumbuleuit No. 1, Payakumbuh, Jawa Barat 40043",088 499 9578,Zakat Emas/Perak,560020.1376,2023-10-09
KASIM NABABAN,"Jl. S. Parman No. 651, Banjarbaru, GO 75097",+62 (56) 585-3949,Zakat Perdagangan,551323.6619000001,2024-09-04
"CUT SHANIA SAPUTRA, S.PT","Gg. Suryakencana No. 7, Bontang, Kalimantan Timur 59720",+62 (010) 983 9102,Zakat Penghasilan,229904.5254,2025-04-02
"DRG. UCHITA KUSWANDARI, M.KOM.","Gg. Rungkut Industri No. 05, Kota Administrasi Jakarta Timur, JB 28035",(0785) 096-9374,Zakat Emas/Perak,779650.5772,2024-01-11
JAEMAN SURYATMI,"Gang Cikutra Timur No. 4, Probolinggo, Kalimantan Barat 61358",+62 (10) 762 3494,Zakat Emas/Perak,1184463.3493,2024-12-14
ALAMBANA NAINGGOLAN,"Gang Wonoayu No. 1, Surakarta, MA 49273",+62-748-166-7534,Zakat Penghasilan,385432.2626000001,2023-09-11
PANGERAN WIBOWO,"Jalan S. Parman No. 6, Denpasar, SN 55167",+62-0476-600-5838,Zakat Fitrah,332267.6335,2025-02-07
VANYA FIRMANSYAH,"Gang K.H. Wahid Hasyim No. 85, Pasuruan, GO 13457",+62-0495-302-8758,Zakat Mal,817260.3296000002,2024-08-05
"PUTI JULIA NARPATI, M.AK","Jalan Cikapayang No. 991, Pontianak, MU 86488",+62 (017) 150-9722,Zakat Emas/Perak,429079.58830000006,2024-07-07
KARJA KUSWOYO,"Jalan R.E Martadinata No. 5, Langsa, PA 38895",+62-021-135-1183,Zakat Mal,583433.6134,2025-01-24
MUSTIKA ISWAHYUDI,"Gg. Siliwangi No. 52, Surakarta, GO 81968",+62 (0178) 965-5979,Zakat Emas/Perak,522801.1668000001,2024-08-26
RAINA SIMANJUNTAK,"Jalan Tubagus Ismail No. 575, Kendari, RI 46753",+62 (99) 319-2422,Zakat Emas/Perak,610527.1953,2023-12-13
AGUS TAMBA,"Gg. Suniaraja No. 457, Semarang, JA 41742",+62 (047) 652-0731,Zakat Perdagangan,97384.96240000002,2024-09-07
"PUTRI PRABOWO, S.IP","Gang Soekarno Hatta No. 2, Sabang, Bengkulu 47780",+62 (176) 242 2001,Zakat Penghasilan,1168327.479,2023-07-12
SALSABILA NOVITASARI,"Gang Ahmad Yani No. 95, Tanjungpinang, MU 84107",+62 (369) 015 6666,Zakat Pertanian,417535.99470000004,2025-03-12
TINA MANULLANG,"Gg. Bangka Raya No. 03, Bitung, JK 28892",+62-082-082-9927,Zakat Penghasilan,400662.76250000007,2023-08-03
"DRG. REKSA SETIAWAN, M.KOM.","Jalan Medokan Ayu No. 737, Kota Administrasi Jakarta Selatan, KB 58405",(0580) 962-4208,Zakat Penghasilan,1149009.9984000002,2024-01-11
"ZIZI NASYIDAH, S.I.KOM","Gg. Laswi No. 459, Pangkalpinang, YO 00502",+62 (0656) 089 0123,Zakat Penghasilan,1124785.5806000002,2024-05-29
RACHEL MULYANI,"Gang HOS. Cokroaminoto No. 72, Tegal, NT 52224",+62 (182) 264 7284,Zakat Fitrah,1065481.2663,2025-02-12
ARGONO MARDHIYAH,"Jalan H.J Maemunah No. 4, Cilegon, Banten 02820",+62-025-454-9559,Zakat Fitrah,44272.484300000004,2024-02-21
LATIKA ISWAHYUDI,"Jalan Tubagus Ismail No. 59, Banjarmasin, KT 08967",+62 (002) 428 7157,Zakat Penghasilan,481925.52760000003,2024-03-04
KARJA NABABAN,"Jalan Antapani Lama No. 5, Probolinggo, Kalimantan Timur 00808",+62 (081) 257 2512,Zakat Fitrah,476967.4195000001,2024-05-06
DR. BELLA MANULLANG,"Gg. Kebonjati No. 831, Banjarbaru, Nusa Tenggara Barat 55187",+62-0508-941-4932,Zakat Perdagangan,652932.7101000001,2024-08-11
CUT NADIA SURYATMI,"Jalan Waringin No. 47, Kota Administrasi Jakarta Barat, Kepulauan Bangka Belitung 13217",+62 (76) 907 5197,Zakat Perdagangan,1063199.3636000003,2023-11-04
GADA SUSANTI,"Gg. Sadang Serang No. 743, Lubuklinggau, Jawa Tengah 76103",+62 (0557) 473 8749,Zakat Mal,678400.2819000002,2023-05-27
CAKRAWALA RAHAYU,"Jalan BKR No. 254, Bukittinggi, Jawa Barat 83155",+62 (018) 198 3551,Zakat Perdagangan,85708.15990000001,2023-10-08
"R. AMALIA SUARTINI, M.M.","Gg. Kebonjati No. 822, Madiun, SR 28738",+62 (009) 191 2329,Zakat Perdagangan,409137.63880000013,2024-10-13
"NOVI SALAHUDIN, M.AK","Gg. Cempaka No. 450, Pekalongan, Bengkulu 25146",(072) 907-6387,Zakat Pertanian,677328.5244000001,2023-09-02
SUCI HUTAPEA,"Jl. Joyoboyo No. 7, Pagaralam, SU 50966",+62 (04) 081 3994,Zakat Penghasilan,655052.3276000002,2023-05-11
ANI WIJAYA,"Gg. Dr. Djunjunan No. 092, Jambi, Maluku 82549",+62 (063) 619-0438,Zakat Penghasilan,503102.23370000004,2024-07-30
"DRS. JAGARAGA WALUYO, S.PSI","Jl. Surapati No. 47, Pangkalpinang, SR 67551",+62 (046) 583 8300,Zakat Perdagangan,691297.805,2024-04-12
KEISHA WAHYUDIN,"Jl. Ronggowarsito No. 068, Jambi, LA 07191",+62 (025) 533 7551,Zakat Emas/Perak,713952.6229000001,2024-02-18
DR. FAIZAH WIDODO,"Jl. Pasir Koja No. 7, Banjarbaru, Gorontalo 52773",(0541) 517-2879,Zakat Mal,1126452.1136000003,2025-04-15
EVA UYAINAH,"Gang M.H Thamrin No. 778, Sukabumi, LA 88860",+62-016-540-1616,Zakat Pertanian,626714.0308000001,2023-09-03
R.A. SISKA KUSWANDARI,"Gg. M.H Thamrin No. 231, Bima, GO 69797",(021) 838 3691,Zakat Pertanian,104082.0825,2023-08-22
NARADI HUTAPEA,"Jl. Suryakencana No. 747, Jayapura, MA 90647",+62-90-939-4290,Zakat Fitrah,583888.2588000001,2024-02-24
"R. CLARA NURDIYANTI, S.E.","Jl. Pacuan Kuda No. 003, Dumai, KU 08068",+62 (0737) 862-9679,Zakat Mal,819774.6491,2024-07-22
HJ. ZAMIRA PUTRA,"Jalan Bangka Raya No. 9, Serang, Sulawesi Tenggara 33381",+62-521-405-8368,Zakat Penghasilan,1200537.6548000001,2023-07-24
"TGK. SAIFUL NASYIAH, S.E.","Gang Ir. H. Djuanda No. 24, Ternate, Jambi 48352",(011) 929 1562,Zakat Pertanian,853856.1625000002,2023-10-24
"SUTAN MURTI HABIBI, S.H.","Jl. Antapani Lama No. 717, Palembang, SN 47730",+62 (0728) 158 8156,Zakat Perdagangan,479975.0802000001,2024-12-24
HANI NURAINI,"Jalan Suniaraja No. 4, Tangerang, Kalimantan Timur 08017",+62-016-546-3143,Zakat Emas/Perak,993327.4175000001,2023-08-24
"KH. JINAWI RAHIMAH, M.PD","Jl. K.H. Wahid Hasyim No. 3, Bengkulu, Maluku 14322",+62-29-565-7892,Zakat Pertanian,995862.4643000001,2024-02-04
PUTI PARIS WINARNO,"Gg. Kebonjati No. 0, Serang, Kepulauan Riau 18753",+62 (039) 818-0565,Zakat Fitrah,806107.4208000002,2024-08-04
IR. PAULIN RAHIMAH,"Gg. Dr. Djunjunan No. 838, Sibolga, DKI Jakarta 07151",+62-96-047-4654,Zakat Perdagangan,529059.3836000001,2024-04-07
"DEWI MAYASARI, S.E.I","Jl. Indragiri No. 13, Bandung, Gorontalo 95391",+62-0230-098-0392,Zakat Penghasilan,1059687.1813,2025-01-09
"ELON RAJATA, M.PD","Gang Dipatiukur No. 49, Bandung, RI 06817",+62 (015) 312 6675,Zakat Fitrah,729559.8200000002,2024-06-30
"SUTAN JUMARI SIHOTANG, M.AK","Jalan HOS. Cokroaminoto No. 5, Bitung, JB 43587",+62-354-037-2885,Zakat Pertanian,414096.4245,2024-07-01
GABRIELLA AGUSTINA,"Gang W.R. Supratman No. 2, Tegal, MU 56991",0897404996,Zakat Penghasilan,1152871.4109,2024-01-31
WINDA MANSUR,"Gg. Abdul Muis No. 6, Kota Administrasi Jakarta Barat, GO 19093",(092) 086 6045,Zakat Pertanian,964200.7452000002,2025-01-09
INTAN PRADANA,"Jl. Stasiun Wonokromo No. 176, Lubuklinggau, KB 42495",+62-0343-588-9735,Zakat Penghasilan,163190.6551,2024-02-14
ADIKARA ISWAHYUDI,"Jl. Abdul Muis No. 49, Pekalongan, BE 00351",(0963) 870 0055,Zakat Emas/Perak,197838.10970000003,2023-12-21
"MELINDA GUNAWAN, M.TI.","Gg. Rungkut Industri No. 3, Sungai Penuh, JK 32481",+62-0790-832-9120,Zakat Emas/Perak,925449.0069000002,2024-04-20
BAKIJAN MAHESWARA,"Gg. Stasiun Wonokromo No. 5, Prabumulih, Sumatera Utara 32510",(0623) 544-9171,Zakat Mal,139793.8531,2024-08-07
JAGAPATI YULIARTI,"Gg. Wonoayu No. 320, Prabumulih, Lampung 86378",+62-050-688-5725,Zakat Penghasilan,1070092.661,2023-06-16
AZALEA ARDIANTO,"Jl. Pasirkoja No. 949, Purwokerto, Sumatera Barat 55544",+62 (0168) 775 7435,Zakat Perdagangan,686241.5901000003,2024-12-15
"HAFSHAH NABABAN, M.FARM","Gg. Suryakencana No. 1, Banjar, Gorontalo 63960",+62-065-141-0542,Zakat Fitrah,836756.3094000001,2025-05-04
"DANUJA SAMOSIR, M.TI.","Jalan Abdul Muis No. 98, Metro, BA 65890",+62 (0559) 509 8789,Zakat Perdagangan,947718.7302000001,2025-02-15
KENARI WAHYUNI,"Gg. Ahmad Yani No. 095, Lubuklinggau, Papua Barat 17826",+62 (355) 801 8553,Zakat Fitrah,606528.5083000001,2024-08-07
PADMI MANULLANG,"Jl. Gedebage Selatan No. 4, Palopo, JT 26108",+62 (071) 127 3127,Zakat Perdagangan,64273.94160000001,2023-10-20
SALIMAH RAMADAN,"Gg. Suryakencana No. 46, Jambi, YO 02831",(018) 757-0411,Zakat Fitrah,1091771.9285000002,2024-11-04
PARAMITA NASYIAH,"Gg. Soekarno Hatta No. 82, Lubuklinggau, Kepulauan Riau 63916",+62 (0976) 133-1306,Zakat Fitrah,1077489.2942000001,2024-10-03
DT. TASWIR NASHIRUDDIN,"Gg. Ronggowarsito No. 0, Tanjungbalai, Sulawesi Tengah 40331",(0434) 311-6896,Zakat Pertanian,836509.6509000002,2024-12-14
VIKTOR UTAMI,"Jl. Cempaka No. 712, Cirebon, Nusa Tenggara Timur 89467",+62-0693-495-2134,Zakat Perdagangan,1118662.5208,2025-03-17
DR. WINDA WASITA,"Gg. Gedebage Selatan No. 6, Lubuklinggau, Maluku 61888",(071) 427 8786,Zakat Pertanian,829050.376,2023-11-30
CARLA ANGGRAINI,"Gg. Moch. Ramdan No. 091, Pasuruan, SU 82973",081 099 4833,Zakat Perdagangan,836669.2741,2023-07-20
KH. CAPA ANGGRIAWAN,"Jalan Jend. Sudirman No. 9, Makassar, Jawa Tengah 46058",+62-378-812-2398,Zakat Emas/Perak,1005575.6909000003,2024-09-10
VICTORIA LAZUARDI,"Gang Asia Afrika No. 82, Subulussalam, ST 50774",+62-68-900-8138,Zakat Emas/Perak,913395.8339000001,2024-12-04
TASNIM PRADANA,"Gg. KH Amin Jasuta No. 3, Banjarmasin, PA 47864",+62 (040) 353-2833,Zakat Pertanian,673010.0949,2023-05-18
KAREN HIDAYANTO,"Gang R.E Martadinata No. 028, Surabaya, Maluku Utara 14784",+62-0869-556-0938,Zakat Fitrah,969895.6586000002,2023-11-02
TGK. GABRIELLA SUWARNO,"Jalan Gedebage Selatan No. 013, Palopo, NT 96603",+62 (350) 567 1111,Zakat Penghasilan,1090170.8686000002,2024-04-18
SUTAN HARDANA LAILASARI,"Jalan Erlangga No. 845, Banjar, Nusa Tenggara Barat 29748",+62 (04) 207 7562,Zakat Perdagangan,213424.61580000006,2023-10-08
AGUS RAJASA,"Gang Jamika No. 304, Lubuklinggau, NB 06523",+62 (46) 482 8203,Zakat Perdagangan,880103.0348000001,2025-05-04
PADMA SINAGA,"Gang Gardujati No. 5, Kotamobagu, KI 40056",+62-94-021-7709,Zakat Pertanian,42709.41840000001,2025-05-02
PANJI USAMAH,"Jalan Tebet Barat Dalam No. 418, Ambon, SG 25835",(0168) 690 3744,Zakat Fitrah,564672.515,2024-02-21
GENTA SIMBOLON,"Gg. Dipenogoro No. 7, Semarang, Kepulauan Riau 32821",(046) 282 8697,Zakat Perdagangan,804402.4582000001,2023-06-11
"LIDYA WINARSIH, S.GZ","Jl. Jakarta No. 29, Padang, PA 24356",+62 (06) 080-8559,Zakat Fitrah,1070520.4081000001,2024-07-21
"ZAENAB MARPAUNG, S.T.","Jl. Veteran No. 018, Salatiga, SN 41175",0886481670,Zakat Pertanian,602208.7357000002,2024-07-27
TIARA PRATIWI,"Gg. Veteran No. 88, Kotamobagu, Banten 96270",+62 (141) 975-4082,Zakat Pertanian,498508.4687,2024-12-14
"FITRIANI SETIAWAN, S.SOS","Jalan Erlangga No. 28, Surakarta, Riau 20768",+62-0085-426-8887,Zakat Perdagangan,322510.0483,2024-09-13
TGK. KAYUN UTAMA,"Gang PHH. Mustofa No. 3, Kediri, SB 86291",085 228 1073,Zakat Penghasilan,1199849.8666,2025-01-28
CAKRAWANGSA LAKSITA,"Gang Gedebage Selatan No. 302, Padang Sidempuan, Sulawesi Tengah 00879",+62 (094) 980 6660,Zakat Penghasilan,578764.9010000001,2024-01-15
HALIM SANTOSO,"Gang Rawamangun No. 2, Probolinggo, Nusa Tenggara Timur 07392",+62 (70) 444 5605,Zakat Mal,124907.16260000001,2024-09-28
"BAKIDIN MARYADI, M.FARM","Gang BKR No. 493, Pagaralam, JB 18268",+62 (044) 752 0039,Zakat Perdagangan,722432.8474,2025-04-28
ELI OKTAVIANI,"Jalan R.E Martadinata No. 6, Meulaboh, Sulawesi Selatan 93555",+62 (080) 247 4937,Zakat Pertanian,970118.2260000001,2023-07-07
WARTA SIHOTANG,"Jl. Cikutra Barat No. 862, Palu, Kalimantan Selatan 22575",088 570 6025,Zakat Perdagangan,858210.1660000001,2025-04-26
YUNI SURYONO,"Gang Cikutra Barat No. 9, Kota Administrasi Jakarta Pusat, GO 34461",+62 (055) 651-1755,Zakat Penghasilan,507645.7837000001,2023-09-04
DWI SURYATMI,"Gg. Dr. Djunjunan No. 1, Medan, BA 24170",+62 (701) 602 9652,Zakat Emas/Perak,535369.6183000001,2024-02-26
"HJ. RATIH NAPITUPULU, S.IP","Gg. Erlangga No. 17, Padang, BT 88964",+62 (36) 113-6100,Zakat Emas/Perak,791062.2082000001,2023-07-15
"YAHYA NATSIR, S.H.","Gang Veteran No. 931, Purwokerto, Sulawesi Utara 26385",+62 (0234) 089 3580,Zakat Pertanian,143534.55600000004,2023-08-31
NATALIA RAHMAWATI,"Jalan Tebet Barat Dalam No. 94, Ambon, Sumatera Selatan 42329",+62 (0680) 044-8077,Zakat Emas/Perak,1104886.3199000002,2023-12-18
"GAMBIRA SIREGAR, M.FARM","Jalan Astana Anyar No. 5, Yogyakarta, Lampung 11862",+62 (80) 695-6549,Zakat Emas/Perak,579567.7239000001,2023-10-02
LURHUR PRANOWO,"Jalan Dipenogoro No. 00, Bitung, Kepulauan Bangka Belitung 40548",+62-065-655-2320,Zakat Mal,63019.9823,2023-08-29
"JAYENG SIHOMBING, M.PD","Jalan Lembong No. 175, Sibolga, LA 35644",(034) 232-6260,Zakat Mal,324890.27560000005,2024-10-28
"PUTI AGNES DONGORAN, M.M.","Gang Suryakencana No. 655, Probolinggo, Kepulauan Riau 29423",0856822219,Zakat Penghasilan,1192528.5559000003,2025-03-31
GHALIYATI YULIANTI,"Jalan Jend. A. Yani No. 0, Solok, KR 40345",(0187) 624-3642,Zakat Fitrah,405204.88470000017,2023-11-07
"ZELAYA SITUMORANG, M.TI.","Gang PHH. Mustofa No. 107, Sibolga, GO 17007",0882515668,Zakat Fitrah,397589.33830000006,2023-10-27
SARAH ARYANI,"Gang Gegerkalong Hilir No. 794, Bau-Bau, Sumatera Utara 60195",+62 (092) 651 2856,Zakat Emas/Perak,772755.8641000001,2024-08-09
MULYA PALASTRI,"Jalan Ciumbuleuit No. 8, Blitar, Kepulauan Riau 34451",+62 (81) 118 9647,Zakat Pertanian,279460.83770000003,2024-06-16
H. KARSANA UTAMA,"Gang Tubagus Ismail No. 8, Manado, Jawa Barat 94197",(064) 913 8987,Zakat Emas/Perak,659174.0111000002,2023-12-29
KARTIKA SETIAWAN,"Jalan Erlangga No. 10, Tomohon, BA 82920",+62 (0231) 266-8786,Zakat Emas/Perak,275599.0985000001,2024-07-12
"PERKASA HUTAGALUNG, S.E.","Gang Dipatiukur No. 8, Parepare, KI 68143",(055) 834 5483,Zakat Pertanian,994038.7402000001,2024-08-09
KANIA NATSIR,"Jl. Suniaraja No. 06, Kotamobagu, JT 65694",+62 (093) 578 4084,Zakat Fitrah,1155448.4810000001,2024-08-15
CEMPLUNK SIHOTANG,"Gg. Tubagus Ismail No. 890, Jayapura, Bengkulu 39325",+62 (374) 454-8372,Zakat Penghasilan,851379.1957000002,2023-10-02
EDISON HABIBI,"Gg. Raya Ujungberung No. 316, Padang, DI Yogyakarta 08226",+62-085-985-9078,Zakat Mal,185101.87960000004,2024-09-13
PURWA NOVITASARI,"Jl. Otto Iskandardinata No. 560, Pekanbaru, Jawa Timur 05461",+62-0211-683-9603,Zakat Emas/Perak,822608.5296000001,2024-11-29
KAMARIA PRANOWO,"Gang Pacuan Kuda No. 364, Sibolga, Kalimantan Selatan 26310",(0590) 147-4194,Zakat Emas/Perak,1189069.8314,2024-08-24
NYANA MANULLANG,"Jl. Cempaka No. 2, Balikpapan, JT 47420",(0811) 692 6587,Zakat Pertanian,869016.9785000001,2025-01-04
"PUTI RESTU SIMANJUNTAK, S.I.KOM","Jl. Surapati No. 38, Prabumulih, Sulawesi Utara 43317",0854292331,Zakat Emas/Perak,45971.2033,2023-12-20
SEPTI PRASTUTI,"Jl. Ciwastra No. 2, Bitung, JB 88470",+62 (96) 747-4737,Zakat Mal,36946.454600000005,2024-02-07
"HIMAWAN ZULKARNAIN, S.KOM","Gg. Veteran No. 891, Ternate, Jawa Tengah 24923",+62 (24) 423 9541,Zakat Emas/Perak,1092181.6587,2023-06-22
R.A. VIVI SUARTINI,"Gg. Antapani Lama No. 760, Serang, SB 39750",0830739875,Zakat Mal,376715.21690000006,2024-07-16
MAKUTA UTAMA,"Jl. Ir. H. Djuanda No. 34, Magelang, JI 04872",+62 (197) 156-8146,Zakat Perdagangan,412066.6374,2024-12-07
JAYA ANDRIANI,"Jalan Pasir Koja No. 927, Parepare, AC 42455",+62-079-759-4579,Zakat Mal,567571.9775,2024-03-28
DRG. LASMANTO ARYANI,"Jl. Cihampelas No. 4, Kota Administrasi Jakarta Pusat, Papua Barat 30428",(0486) 727 1828,Zakat Mal,956320.7654000001,2024-12-22
RAIHAN MARBUN,"Gang Rajawali Barat No. 2, Magelang, SS 74677",+62-39-559-9693,Zakat Emas/Perak,647325.8484000001,2023-12-29
BUDI SIHOTANG,"Gg. Gedebage Selatan No. 032, Padangpanjang, Kalimantan Utara 51746",+62 (68) 103 9186,Zakat Mal,611686.7020000002,2024-05-05
"DRS. IRSAD SUARTINI, S.I.KOM","Gang Cikutra Timur No. 02, Surakarta, Kalimantan Timur 78395",+62 (46) 143-4121,Zakat Fitrah,1127189.2456,2025-01-08
"R. VIMAN LAILASARI, S.SOS","Gang Cempaka No. 71, Gorontalo, YO 81254",+62-41-158-0382,Zakat Perdagangan,1131899.6425,2023-10-05
TRI SIHOMBING,"Jalan Raya Setiabudhi No. 161, Pasuruan, Sumatera Barat 77369",+62 (285) 478 4445,Zakat Emas/Perak,480692.01730000007,2025-04-06
"SUTAN SATYA SIHOTANG, S.E.I","Jl. Sentot Alibasa No. 552, Banjar, JT 36304",0844505130,Zakat Pertanian,138964.87,2023-12-28
ONI RAHMAWATI,"Gang Tubagus Ismail No. 9, Dumai, JT 11447",+62-85-006-5638,Zakat Penghasilan,356868.9179,2025-01-20
"CARAKA HALIMAH, S.T.","Jalan Rajawali Timur No. 7, Bitung, YO 42486",+62 (298) 413-5309,Zakat Pertanian,162583.30770000003,2024-02-27
DAMU PUTRA,"Gang Bangka Raya No. 4, Padang, JB 61929",+62 (046) 810-9749,Zakat Pertanian,64377.445,2024-07-04
ASMAN MANDALA,"Jl. Suniaraja No. 93, Kotamobagu, JK 90959",(0994) 430-5760,Zakat Pertanian,1051404.6587,2023-06-29
KIANDRA FIRMANSYAH,"Jl. Cikapayang No. 0, Bekasi, BT 52037",0848029629,Zakat Fitrah,227111.27670000002,2024-11-27
"SUTAN BAKIONO PANGESTU, S.FARM","Jalan Setiabudhi No. 76, Kota Administrasi Jakarta Pusat, Nusa Tenggara Timur 53131",0851335488,Zakat Fitrah,347446.4906,2024-12-22
"RIKA MAHENDRA, S.PT","Jl. Merdeka No. 445, Meulaboh, Kepulauan Bangka Belitung 09683",+62 (59) 290 5350,Zakat Perdagangan,111008.54600000003,2023-11-09
"CITRA SIREGAR, S.E.","Jalan Pacuan Kuda No. 267, Pematangsiantar, Maluku Utara 76285",+62-047-977-6237,Zakat Fitrah,959899.4614000001,2024-04-25
ARTA JAILANI,"Gg. W.R. Supratman No. 709, Semarang, Kalimantan Tengah 32637",+62 (97) 968-6190,Zakat Mal,1110552.9919,2023-09-26
CHANDRA NAMAGA,"Gang Stasiun Wonokromo No. 171, Depok, MU 21040",+62 (707) 356-3678,Zakat Penghasilan,1032190.6936000001,2024-03-13
"CAHYANTO NURAINI, M.M.","Jl. Jayawijaya No. 8, Padang Sidempuan, BA 44231",+62 (0895) 389-6854,Zakat Fitrah,1086447.1541000002,2024-08-09
AGNES MUSTOFA,"Jalan Moch. Ramdan No. 837, Mojokerto, BB 65439",+62 (003) 493 4973,Zakat Mal,958966.3820000001,2024-05-08
NAJAM KUSUMO,"Jl. Ir. H. Djuanda No. 729, Tual, KI 69125",+62 (0303) 182-0572,Zakat Penghasilan,1089721.5835000002,2024-01-10
ZULFA PERMADI,"Gang Kutai No. 231, Parepare, Kalimantan Timur 57864",+62 (081) 438 3708,Zakat Penghasilan,255717.64900000006,2023-05-27
GANGSAR TAMPUBOLON,"Gg. Laswi No. 2, Tebingtinggi, Gorontalo 00540",+62-47-788-6535,Zakat Penghasilan,1037447.2724,2024-09-27
CUT MAYA NAPITUPULU,"Gg. Rawamangun No. 45, Surakarta, RI 38850",+62 (0067) 409-7022,Zakat Pertanian,1173526.5223,2024-05-04
KEZIA AGUSTINA,"Jl. Astana Anyar No. 688, Tebingtinggi, Nusa Tenggara Barat 24213",+62 (020) 118 3675,Zakat Pertanian,349668.44990000007,2024-01-20
